Nome;Id. B2W;SKU Parceiro;Preço de;Preço por;Qtd. Estoque;Ean;Situação;Motivo Reprovação;mensagem
Camiseta Adulto Sonic e Amigos Vermelha ML;1961087791;P83765S131B2W-1;R$ 49,90;R$ 49,90;8; ;"PUBLICADO;"; ;
Camiseta Adulto Super Mario Pulando ML;1961087766;P83778S131B2W-4;R$ 49,90;R$ 49,90;8; ;"PUBLICADO;"; ;
Camiseta Adulto Super Mario Pulando ML;1961087766;P83778S131B2W-5;R$ 49,90;R$ 49,90;8; ;"PUBLICADO;"; ;
Camiseta Adulto Sonic e Amigos Vermelha ML;1961087791;P83765S131B2W-5;R$ 49,90;R$ 49,90;8; ;"PUBLICADO;"; ;
Camiseta Adulto Moana Deus Mali ML;1961091183;P81896S131B2W-2;R$ 49,90;R$ 49,90;8; ;"PUBLICADO;"; ;
Camiseta Adulto Moana Deus Mali ML;1961091183;P81896S131B2W-3;R$ 49,90;R$ 49,90;8; ;"PUBLICADO;"; ;
Camiseta Infantil Ariel Verde ML;1961210699;P83572S131B2W-3;R$ 40,90;R$ 40,90;8; ;"PUBLICADO;"; ;
Camiseta Adulto Moana Deus Mali ML;1961091183;P81896S131B2W-4;R$ 49,90;R$ 49,90;8; ;"PUBLICADO;"; ;
Sapatilha Modare Laço Creme – 7334.101;1961091909;P82938S182B2W-1;R$ 99,99;R$ 99,99;2; ;"PUBLICADO;"; ;
Camiseta Infantil Shrek e Fiona ML;1961245120;P82134S131B2W-0;R$ 40,90;R$ 40,90;8; ;"PUBLICADO;"; ;
Camiseta Adulto Baby Shark Azul Claro ML;1961138261;P83593S131B2W-3;R$ 49,90;R$ 49,90;8; ;"PUBLICADO;"; ;
Tênis Modare Azul - 7320.218;1961193454;P83031S182B2W-0;R$ 99,99;R$ 99,99;1; ;"PUBLICADO;"; ;
Camiseta Infantil Baby Shark Azul Claro MC;1961165568;P83604S131B2W-6;R$ 34,90;R$ 34,90;8; ;"PUBLICADO;"; ;
Moletom Infantil Mundo Bita;2013444840;P91741S131B2W-6;R$ 86,90;R$ 86,90;8; ;"PUBLICADO;"; ;
Camiseta Infantil Fortnite Calamity Skins MC;1985358217;P86780S131B2W-3;R$ 34,90;R$ 34,90;8; ;"PUBLICADO;"; ;
MAIÔ CAVADO JURERÊ - HIBISCO E PRETO;2098869088;P109598S66B2W-1;R$ 189,00;R$ 189,00;1; ;"PUBLICADO;"; ;
Polo Ralph Lauren Branca com cavalo vermelho;1983382512;P69465S132B2W-1;R$ 179,90;R$ 179,90;0; ;"SE;"; ;
Polo Ralph Lauren Branca com cavalo vermelho;1983382512;P69465S132B2W-2;R$ 179,90;R$ 179,90;3; ;"PUBLICADO;"; ;
Camiseta Adulto LOL Majorette MC;1975903189;P81834S131B2W-5;R$ 44,90;R$ 44,90;8; ;"PUBLICADO;"; ;
KIT Sunshine Professional Cachos Ativador De Cachos 5 Em 1 300ml e Másk Cachos Sunshine Professio;1975901360;P83941S152B2W;R$ 202,00;R$ 202,00;60; ;"PUBLICADO;"; ;
Bota Coturno Feminina Burnished Pegada Couro;1975891464;P84381S201B2W-3;R$ 239,90;R$ 239,90;1; ;"PUBLICADO;"; ;
Camiseta Adulto Jessie Toy Story ML;1975899061;P81716S131B2W-2;R$ 49,90;R$ 49,90;8; ;"PUBLICADO;"; ;
Cabo Tecniforte Signature Juninho Afram 3,0m reto-L JA10LNI;1975900703;7898934812836B2W;R$ 49,90;R$ 49,90;0;7898934812836;"SE;"; ;
Cabo Tecniforte Animal 6,10m Il Reto-L - Ouro - An20lau;1975901167;7898934812676B2W;R$ 179,90;R$ 179,90;3;7898934812676;"PUBLICADO;"; ;
Cabo Tecniforte High Clear Emb Stomp CUT P10 Hce15sc 4,57m;1975892061;P84112S153B2W;R$ 149,90;R$ 149,90;4; ;"PUBLICADO;"; ;
Cabo Tecniforte JIMI COIL BLACK 30FT Reto L Preto - CB0362;1975892264;7898934812478B2W;R$ 149,90;R$ 149,90;4;7898934812478;"PUBLICADO;"; ;
Bota Feminina Pegada em Couro Cravo;1975894201;P84384S201B2W-2;R$ 259,90;R$ 259,90;1; ;"PUBLICADO;"; ;
Shampoo Sólido Natural E Orgânico Praticidade 100G Ahoaloe;1975900210;P84398S118B2W;R$ 19,90;R$ 19,90;4; ;"PUBLICADO;"; ;
Camiseta Adulto LOL Majorette MC;1975903189;P81834S131B2W-0;R$ 44,90;R$ 44,90;8; ;"PUBLICADO;"; ;
Camiseta Adulto LOL Majorette MC;1975903189;P81834S131B2W-1;R$ 44,90;R$ 44,90;8; ;"PUBLICADO;"; ;
Colar pingente cadeado pink chain;1975901247;P84397S123B2W;R$ 39,90;R$ 39,90;15; ;"PUBLICADO;"; ;
Camiseta Infantil Lanterna Verde Simbolo MC;1975897268;P83744S131B2W-0;R$ 34,90;R$ 34,90;8; ;"PUBLICADO;"; ;
Camisa Social Jeans Manga Longa;1975902400;P84020S132B2W-3;R$ 229,90;R$ 229,90;3; ;"PUBLICADO;"; ;
Bota Feminina Pegada em Couro Cravo;1975894201;P84384S201B2W-1;R$ 259,90;R$ 259,90;1; ;"PUBLICADO;"; ;
Cabo Tecniforte Retro JIMI COIL 9,10 Metros Reto Laranja;1975904405;7898934812720B2W;R$ 149,90;R$ 149,90;3;7898934812720;"PUBLICADO;"; ;
Bota Coturno Feminina Burnished Pegada Couro;1975891464;P84381S201B2W-0;R$ 239,90;R$ 239,90;1; ;"PUBLICADO;"; ;
Cabo Tecniforte Gorilla GO30LNI P/ Baixo 9,10 Metros Reto-L;1975904309;7898934812812B2W;R$ 99,90;R$ 99,90;1;7898934812812;"PUBLICADO;"; ;
Camiseta Adulto LOL Majorette MC;1975903189;P81834S131B2W-2;R$ 44,90;R$ 44,90;8; ;"PUBLICADO;"; ;
"Celular Smartphone Moto E6s 64GB 6,1&quot; Motorola - Vermelho";2041308124;7892597349999B2W;R$ 1.199,00;R$ 1.199,00;0;7892597349999;"SE;"; ;
Bota Masculina Ferricelli Couro;1975891270;P84390S201B2W-3;R$ 279,90;R$ 279,90;1; ;"PUBLICADO;"; ;
Cabo Tecniforte Animal Stompcut Mute 15FT/4,58 Metros Reto;1975898463;P84114S153B2W;R$ 159,90;R$ 159,90;2; ;"PUBLICADO;"; ;
Par de Plug Conector Tecniforte PHMJ Solderless Sem Solda Phillips - CB0366K2;1975898877;P84098S153B2W;R$ 44,90;R$ 44,90;6; ;"PUBLICADO;"; ;
Bota Masculina Ferricelli Couro;1975891270;P84390S201B2W-0;R$ 279,90;R$ 279,90;1; ;"PUBLICADO;"; ;
Bota Masculina Ferricelli Couro;1975891270;P84390S201B2W-1;R$ 279,90;R$ 279,90;1; ;"PUBLICADO;"; ;
Bota Masculina Ferricelli Couro;1975891270;P84390S201B2W-2;R$ 279,90;R$ 279,90;1; ;"PUBLICADO;"; ;
KIT de Acessórios Mahalo P/ Ukulele MZK1 - UK0045;1975899466;8997032892623B2W;R$ 79,90;R$ 79,90;5;8997032892623;"PUBLICADO;"; ;
PPM Models - Boeing 747 - Swissair;1975896265;P73469S173B2W;R$ 85,00;R$ 85,00;3; ;"PUBLICADO;"; ;
Fonte Externa 15v 2a Para Caixa De Som ,ativa 100% Compativ.;1975897102;7894746747779B2W;R$ 36,80;R$ 36,80;6;7894746747779;"PUBLICADO;"; ;
Pedal Bumbo Duplo Power -Power Ppd;1975903699;7898475678182B2W;R$ 629,90;R$ 629,90;1;7898475678182;"PUBLICADO;"; ;
Camiseta Adulto Lupi MC;1975903824;P81857S131B2W-0;R$ 44,90;R$ 44,90;8; ;"PUBLICADO;"; ;
Camiseta Adulto Lupi MC;1975903824;P81857S131B2W-1;R$ 44,90;R$ 44,90;8; ;"PUBLICADO;"; ;
Camiseta Adulto Lupi MC;1975903824;P81857S131B2W-2;R$ 44,90;R$ 44,90;8; ;"PUBLICADO;"; ;
Camiseta Adulto Ladybug Azul MC;1975893179;P81758S131B2W-5;R$ 44,90;R$ 44,90;8; ;"PUBLICADO;"; ;
MAQUINA DE COSTURAR BOCA DE SACO BRACOB BC-26-1A VOLTAGEM: 220V;1975892416;P84361S191B2W-0;R$ 849,78;R$ 849,78;3; ;"PUBLICADO;"; ;
Camiseta Adulto Amy Rose MC;1975893961;P83553S131B2W-5;R$ 44,90;R$ 44,90;8; ;"PUBLICADO;"; ;
Pasta Térmica Gelid Gc Extreme 3.5g + Bateria Cr2032;2073606513;6015053830867B2W;R$ 91,84;R$ 91,84;21;6015053830867;"PUBLICADO;"; ;
Bota Coturno Feminina Burnished Pegada Couro;1975891464;P84381S201B2W-1;R$ 239,90;R$ 239,90;1; ;"PUBLICADO;"; ;
Cordão Banhado A Ouro 18K Grumet 13Mm Pulseira Pingente Cruz;1975896564;6015051246295B2W;R$ 469,90;R$ 469,90;3000;6015051246295;"PUBLICADO;"; ;
Bota Feminina Pegada em Couro Camel;1975896388;P84382S201B2W-2;R$ 279,90;R$ 279,90;1; ;"PUBLICADO;"; ;
Camiseta Infantil Lanterna Verde Simbolo MC;1975897268;P83744S131B2W-3;R$ 34,90;R$ 34,90;8; ;"PUBLICADO;"; ;
Camiseta Infantil Lanterna Verde Simbolo MC;1975897268;P83744S131B2W-4;R$ 34,90;R$ 34,90;8; ;"PUBLICADO;"; ;
Fonte Acer 19v/3.42 Ponta Amarela / Azul Plug 5.5*1.7;1975897954;P84347S125B2W;R$ 118,80;R$ 118,80;1; ;"PUBLICADO;"; ;
Cabo Tecniforte Retro JIMI COIL 9,10 Metros Reto L Laranja;1975899159;7898934812980B2W;R$ 149,90;R$ 149,90;0;7898934812980;"SE;"; ;
Cabo Tecniforte Animal 4,57m Il Reto-L - Ouro - An15lau;1975902848;7898934812652B2W;R$ 149,90;R$ 149,90;1;7898934812652;"PUBLICADO;"; ;
Sistema Sem Fio Para Guitarras Turbo Eletronic Te-03;1975902961;7898475678885B2W;R$ 699,90;R$ 699,90;1;7898475678885;"PUBLICADO;"; ;
Fonte Externa Monitor LG Led,lcd 12v 2.5a 100% Compativel;1975892328;7894746747786B2W;R$ 34,80;R$ 34,80;6;7894746747786;"PUBLICADO;"; ;
Camiseta Infantil Lanterna Verde Simbolo MC;1975897268;P83744S131B2W-1;R$ 34,90;R$ 34,90;8; ;"PUBLICADO;"; ;
Camiseta Infantil Lanterna Verde Simbolo MC;1975897268;P83744S131B2W-2;R$ 34,90;R$ 34,90;8; ;"PUBLICADO;"; ;
Camiseta Infantil Lanterna Verde Simbolo MC;1975897268;P83744S131B2W-5;R$ 34,90;R$ 34,90;8; ;"PUBLICADO;"; ;
Camiseta Infantil Lanterna Verde Simbolo MC;1975897268;P83744S131B2W-6;R$ 34,90;R$ 34,90;8; ;"PUBLICADO;"; ;
Camiseta Infantil Lanterna Verde Simbolo MC;1975897268;P83744S131B2W-7;R$ 34,90;R$ 34,90;8; ;"PUBLICADO;"; ;
Cordão Banhado A Ouro 18K Cadeado 12Mm Com Pingente Fé;1975893013;6015051247209B2W;R$ 319,90;R$ 319,90;3000;6015051247209;"PUBLICADO;"; ;
Colar Mosquetão Coração Grande;1975893101;P84394S123B2W;R$ 44,90;R$ 44,90;18; ;"PUBLICADO;"; ;
Bota Feminina Pegada Terrakota Couro;1975893662;P84360S201B2W-0;R$ 239,90;R$ 239,90;1; ;"PUBLICADO;"; ;
Jogo de roda Aro 17 VW Tiguan Black Furação 5x100;1975896880;7010639566580B2W;R$ 2.262,11;R$ 2.262,11;2;7010639566580;"PUBLICADO;"; ;
Bico Mamadeira Avent Classic 3m+ C/ 2 Unidades Forever Kids;2073617263;P109162S258B2W;R$ 60,00;R$ 60,00;1; ;"PUBLICADO;"; ;
Camiseta Adulto Ladybug Azul MC;1975893179;P81758S131B2W-0;R$ 44,90;R$ 44,90;8; ;"PUBLICADO;"; ;
Camiseta Adulto Amy Rose MC;1975893961;P83553S131B2W-1;R$ 44,90;R$ 44,90;8; ;"PUBLICADO;"; ;
Camiseta Adulto Ladybug Azul MC;1975893179;P81758S131B2W-1;R$ 44,90;R$ 44,90;8; ;"PUBLICADO;"; ;
Camiseta Adulto Ladybug Azul MC;1975893179;P81758S131B2W-2;R$ 44,90;R$ 44,90;8; ;"PUBLICADO;"; ;
Camiseta Adulto Ladybug Azul MC;1975893179;P81758S131B2W-3;R$ 44,90;R$ 44,90;8; ;"PUBLICADO;"; ;
Camiseta Adulto Ladybug Azul MC;1975893179;P81758S131B2W-4;R$ 44,90;R$ 44,90;8; ;"PUBLICADO;"; ;
Camiseta Adulto Amy Rose MC;1975893961;P83553S131B2W-2;R$ 44,90;R$ 44,90;8; ;"PUBLICADO;"; ;
Camiseta Adulto Amy Rose MC;1975893961;P83553S131B2W-3;R$ 44,90;R$ 44,90;8; ;"PUBLICADO;"; ;
Camiseta Adulto Amy Rose MC;1975893961;P83553S131B2W-4;R$ 44,90;R$ 44,90;8; ;"PUBLICADO;"; ;
Pedal Zoom P/ Contrabaixo Multistomp MS-60B - PD0898;1975892846;4515260011599B2W;R$ 989,90;R$ 989,90;1;4515260011599;"PUBLICADO;"; ;
Bota Coturno Masculino em Couro Reta Oposta;2024875119;P102012S204B2W-4;R$ 140,00;R$ 140,00;299; ;"PUBLICADO;"; ;
Bota Coturno Masculino em Couro Reta Oposta;2024875119;P102012S204B2W-6;R$ 140,00;R$ 140,00;298; ;"PUBLICADO;"; ;
2 Quadros com 2 peças, Decorativos Madame Capricho, sala e corredor 23cm;2024874618;P102364S197B2W;R$ 89,90;R$ 89,90;15; ;"PUBLICADO;"; ;
Cordão Banhado A Ouro 18K Cadeado 5Mm Pulseira Pingente Cruz;1975903007;6015051246257B2W;R$ 279,90;R$ 279,90;3000;6015051246257;"PUBLICADO;"; ;
Sunshine Professional Manutenção Blond Blue Shampoo 240mL + Mask250g;1975896206;P84363S152B2W;R$ 99,00;R$ 99,00;60; ;"PUBLICADO;"; ;
Pedal de Bumbo Simples Turbo Music POWERPP - PD1133;1975902258;7898475678236B2W;R$ 229,90;R$ 229,90;1;7898475678236;"PUBLICADO;"; ;
Cabo Tecniforte Signature Edu Ardanuy 20FT/6,10 Mts Reto/L;1975902320;7898934812898B2W;R$ 79,90;R$ 79,90;1;7898934812898;"PUBLICADO;"; ;
Pedaleira P/ Guitarra Zoom G3N Multi Effects - PD0389;1975902434;4515260017140B2W;R$ 1.629,90;R$ 1.629,90;0;4515260017140;"SE;"; ;
Cabo Tecniforte High Clear 4,57m Il Au Reto-L Ouro Hce15lau;1975897698;7898934812096B2W;R$ 149,90;R$ 149,90;3;7898934812096;"PUBLICADO;"; ;
Camiseta Adulto Jessie Toy Story ML;1975899061;P81716S131B2W-1;R$ 49,90;R$ 49,90;8; ;"PUBLICADO;"; ;
Colar Mosquetão Coração com Pérola;1975901116;P84400S123B2W;R$ 39,90;R$ 39,90;15; ;"PUBLICADO;"; ;
Camiseta Adulto LOL Majorette MC;1975903189;P81834S131B2W-3;R$ 44,90;R$ 44,90;8; ;"PUBLICADO;"; ;
Camiseta Adulto LOL Majorette MC;1975903189;P81834S131B2W-4;R$ 44,90;R$ 44,90;8; ;"PUBLICADO;"; ;
Cabo Tecniforte P/ Baixo Gorilla 6,10 Metros Reto;1975902119;7898934812782B2W;R$ 89,90;R$ 89,90;2;7898934812782;"PUBLICADO;"; ;
Pedal P/ Guitarra Zoom MS-70CDR - PD1022;1975892521;4515260011650B2W;R$ 1.049,90;R$ 1.049,90;0;4515260011650;"SE;"; ;
Bateria Infantil Turbinho Vinho Metálico JBJ1047-WR - BT0031;1975901001;7898475677222B2W;R$ 699,90;R$ 699,90;2;7898475677222;"PUBLICADO;"; ;
Cabo Tecniforte RAI R15LNI 15FT/4,57 Metros Reto-L - CB0151;1975901837;7898934812584B2W;R$ 59,90;R$ 59,90;0;7898934812584;"SE;"; ;
Demaquilante Vegano E Natural Aloe Micelar Com Rosa Mosqueta 250ML;1975902741;7898964692187B2W;R$ 52,00;R$ 52,00;2;7898964692187;"PUBLICADO;"; ;
Cabo Tecniforte True Voice TV15XPMR REAN 4,58 Metros XLR/P10;1975891843;7898934812935B2W;R$ 139,90;R$ 139,90;1;7898934812935;"PUBLICADO;"; ;
MAQUINA GALONEIRA PORTATIL BRACOB BABY BC-2600 D 3 VOLTAGEM 220V;1975891608;P84380S191B2W-0;R$ 1.198,78;R$ 1.198,78;5; ;"PUBLICADO;"; ;
Pedal P/ Guitarra Zoom Multistomp MS-50G - PD0612;1975896601;4515260011025B2W;R$ 989,90;R$ 989,90;1;4515260011025;"PUBLICADO;"; ;
Cabo Tecniforte Signature Juninho Afram 3,05 Metros Reto;1975899634;7898934812829B2W;R$ 49,90;R$ 49,90;2;7898934812829;"PUBLICADO;"; ;
Camisa Social Jeans Manga Longa;1975902400;P84020S132B2W-1;R$ 229,90;R$ 229,90;2; ;"PUBLICADO;"; ;
Camisa Social Jeans Manga Longa;1975902400;P84020S132B2W-2;R$ 229,90;R$ 229,90;9; ;"PUBLICADO;"; ;
Chave de Afinação Rápida de Bateria Turbo Music DK-15 - AC2053;1975903470;7898475672210B2W;R$ 29,90;R$ 29,90;1;7898475672210;"PUBLICADO;"; ;
Cordão Banhado A Ouro 18k Tijolinho 8mm Super Luxo Promoção;1975898279;7893347844597B2W;R$ 369,90;R$ 369,90;3000;7893347844597;"PUBLICADO;"; ;
Bota Coturno Feminina Burnished Pegada Couro;1975891464;P84381S201B2W-4;R$ 239,90;R$ 239,90;1; ;"PUBLICADO;"; ;
Bota Feminina Pegada em Couro Camel;1975896388;P84382S201B2W-3;R$ 279,90;R$ 279,90;1; ;"PUBLICADO;"; ;
Fonte Tv / Monitor LG 32lh510b 19v - 2.1a;1975901925;7894746718519B2W;R$ 98,80;R$ 98,80;3;7894746718519;"PUBLICADO;"; ;
Bateria Infantil Turbinho Verde Metálico JBJ1047-MG - BT0030;1975898623;7898475677215B2W;R$ 699,90;R$ 699,90;2;7898475677215;"PUBLICADO;"; ;
Camiseta Adulto Jessie Toy Story ML;1975899061;P81716S131B2W-3;R$ 49,90;R$ 49,90;8; ;"PUBLICADO;"; ;
Bota Feminina Pegada em Couro Camel;1975896388;P84382S201B2W-4;R$ 279,90;R$ 279,90;1; ;"PUBLICADO;"; ;
Camiseta Adulto Jessie Toy Story ML;1975899061;P81716S131B2W-4;R$ 49,90;R$ 49,90;8; ;"PUBLICADO;"; ;
Camiseta Adulto Jessie Toy Story ML;1975899061;P81716S131B2W-5;R$ 49,90;R$ 49,90;8; ;"PUBLICADO;"; ;
Cordão Banhado A Ouro 18K Cadeado 8Mm Pulseira E Pingente;1975900391;6015051246264B2W;R$ 398,90;R$ 398,90;3000;6015051246264;"PUBLICADO;"; ;
Jogo de Roda Aro 15 FIAT STRADA ADVENTURE 4X98;1975899431;7010639563206B2W;R$ 1.786,47;R$ 1.786,47;0;7010639563206;"SE;"; ;
Jogo com 4 Rodas Aro 14 FURAÇÃO 4X108 PRETA DIAMANTADA;1975890605;7010639558578B2W;R$ 1.595,05;R$ 1.595,05;0;7010639558578;"SE;"; ;
Celular LG K8+ 16GB Dual Chip Tela 5” Android 7.0 Azul;1774767897;7893299912788B2W;R$ 669,90;R$ 669,90;0;7893299912788;"SE;"; ;
Cabo Tecniforte Gorilla 15FT/4,57 Metros Reto-L GO15LNI P/ Baixo - CB0329;1975899968;7898934812775B2W;R$ 59,90;R$ 59,90;0;7898934812775;"SE;"; ;
Cabo Tecniforte Gorilla 20FT/6,10 Metros Reto-L P/ Baixo;1975891501;7898934812799B2W;R$ 69,90;R$ 69,90;2;7898934812799;"PUBLICADO;"; ;
Cabo Tecniforte Gorila Plug Reto 4,58m GO-15NI;1975892803;7898934812768B2W;R$ 59,90;R$ 59,90;2;7898934812768;"PUBLICADO;"; ;
Camiseta Adulto Amy Rose MC;1975893961;P83553S131B2W-0;R$ 44,90;R$ 44,90;8; ;"PUBLICADO;"; ;
Cabo Tecniforte P/ Baixo Gorilla 9,10 Metros Reto P/ Baixo;1975900922;7898934812805B2W;R$ 119,90;R$ 119,90;1;7898934812805;"PUBLICADO;"; ;
Tônico Vegano E Natural Com Rosa Mosqueta E Aloe Vera 120Ml;1975898965;7898964692286B2W;R$ 47,00;R$ 47,00;2;7898964692286;"PUBLICADO;"; ;
Cabo Tecniforte Animal 6,01m 20ft Ii Reto Ouro An20au;1975900527;7898934812843B2W;R$ 169,90;R$ 169,90;3;7898934812843;"PUBLICADO;"; ;
Cabo Tecniforte JIMI COIL BLACK 30FT/9,10 Metros Reto Preto;1975902661;7898934812997B2W;R$ 149,90;R$ 149,90;3;7898934812997;"PUBLICADO;"; ;
HUMBROL - ACRYLIC 106 - OCEAN GREY - MATT;1938408445;P73204S173B2W;R$ 25,00;R$ 25,00;26; ;"PUBLICADO;"; ;
Cão Perdigueiro Chardonnay 2018;1938272841;P23370S29B2W;R$ 100,00;R$ 100,00;6; ;"PUBLICADO;"; ;
Pedal Mooer Blade Metal Distortion Mbmd Pedal Distorção;1938413439;7899153049577B2W;R$ 339,90;R$ 339,90;2;7899153049577;"PUBLICADO;"; ;
Camiseta Infantil Pernalonga Listrada ML;1949259271;P82044S131B2W-7;R$ 40,90;R$ 40,90;8; ;"PUBLICADO;"; ;
Cueca Boxer Kevland Tatuagens;1949259561;P82276S124B2W-2;R$ 48,90;R$ 48,90;4; ;"PUBLICADO;"; ;
Cueca Boxer Kevland Tatuagens;1949259561;P82276S124B2W-3;R$ 48,90;R$ 48,90;3; ;"PUBLICADO;"; ;
Camiseta Adulto Hot Whells Corrida ML;1949258041;P81681S131B2W-2;R$ 49,90;R$ 49,90;8; ;"PUBLICADO;"; ;
Camiseta Infantil Marie Rosa ML;1949259844;P81684S131B2W-6;R$ 40,90;R$ 40,90;8; ;"PUBLICADO;"; ;
Camiseta Infantil Marsha e o Urso Roxa ML;1949262322;P81722S131B2W-3;R$ 40,90;R$ 40,90;8; ;"PUBLICADO;"; ;
Camiseta Infantil Mickey Preta ML;1949263579;P81761S131B2W-5;R$ 40,90;R$ 40,90;8; ;"PUBLICADO;"; ;
Tênis Fila V. Track Feminino - Rosa/Cinza;1949269241;P81930S182B2W-0;R$ 229,99;R$ 229,99;0; ;"SE;"; ;
Aparador/Escrivaninha Bohemia 970x555x750 - Imbuia;1949271966;7898663903645B2W;R$ 469,90;R$ 469,90;5;7898663903645;"PUBLICADO;"; ;
Camiseta Adulto Hot Whells Azul ML;1949279685;P81661S131B2W-1;R$ 49,90;R$ 49,90;8; ;"PUBLICADO;"; ;
Camiseta Infantil Monkey Azul ML;1949269111;P81925S131B2W-5;R$ 40,90;R$ 40,90;8; ;"PUBLICADO;"; ;
Camiseta Infantil Meninas Super Poderosas Surfistas MC;1949279976;P81742S131B2W-5;R$ 34,90;R$ 34,90;8; ;"PUBLICADO;"; ;
GEL DESLIZANTE FEITIÇOS TOUCH ME NOW WHITE 30ML;1949285962;7898344944462B2W;R$ 36,90;R$ 36,90;2;7898344944462;"PUBLICADO;"; ;
Camiseta Infantil Snoopy ML;1949287028;P82162S131B2W-1;R$ 40,90;R$ 40,90;8; ;"PUBLICADO;"; ;
Camiseta Infantil Snoopy ML;1949287028;P82162S131B2W-4;R$ 40,90;R$ 40,90;8; ;"PUBLICADO;"; ;
Camiseta Infantil Snoopy ML;1949287028;P82162S131B2W-6;R$ 40,90;R$ 40,90;8; ;"PUBLICADO;"; ;
Camiseta Infantil Jolie Branca e Rosa ML;1949288469;P81743S131B2W-0;R$ 40,90;R$ 40,90;8; ;"PUBLICADO;"; ;
Camiseta Infantil Jolie Branca e Rosa ML;1949288469;P81743S131B2W-2;R$ 40,90;R$ 40,90;8; ;"PUBLICADO;"; ;
Camiseta Infantil Pantera Negra MC;1949290817;P82011S131B2W-7;R$ 34,90;R$ 34,90;8; ;"PUBLICADO;"; ;
Camiseta Adulto Flash Vermelho ML;1949291449;P82063S131B2W-1;R$ 49,90;R$ 49,90;8; ;"PUBLICADO;"; ;
Camiseta Adulto Flash Vermelho ML;1949291449;P82063S131B2W-4;R$ 49,90;R$ 49,90;8; ;"PUBLICADO;"; ;
Camiseta Adulto Marsha Vermelho e Preto ML;1949293815;P81709S131B2W-3;R$ 49,90;R$ 49,90;8; ;"PUBLICADO;"; ;
Camiseta Infantil Pernalonga Listrada ML;1949259271;P82044S131B2W-5;R$ 40,90;R$ 40,90;8; ;"PUBLICADO;"; ;
Camiseta Infantil Mickey Branca MC;1949275238;P81767S131B2W-3;R$ 34,90;R$ 34,90;8; ;"PUBLICADO;"; ;
Camiseta Infantil Flash Vermelho ML;1949265110;P82078S131B2W-5;R$ 40,90;R$ 40,90;8; ;"PUBLICADO;"; ;
Camiseta Adulto Monkey Rosa ML;1949266850;P81916S131B2W-0;R$ 49,90;R$ 49,90;8; ;"PUBLICADO;"; ;
Camiseta Infantil Minions Rosa MC;1949287941;P81885S131B2W-5;R$ 34,90;R$ 34,90;8; ;"PUBLICADO;"; ;
Camiseta Infantil Minions Rosa MC;1949287941;P81885S131B2W-6;R$ 34,90;R$ 34,90;8; ;"PUBLICADO;"; ;
Camiseta Adulto Hot Whells Carro Vermelho ML;1949292994;P81682S131B2W-5;R$ 49,90;R$ 49,90;8; ;"PUBLICADO;"; ;
Camiseta Adulto Pantera Negra MC;1949293209;P82003S131B2W-1;R$ 44,90;R$ 44,90;8; ;"PUBLICADO;"; ;
Camiseta Infantil Marsha Vermelho e Preto MC;1949291220;P81739S131B2W-5;R$ 34,90;R$ 34,90;8; ;"PUBLICADO;"; ;
Camiseta Infantil Hot Whells Carro Vermelho ML;1949259705;P81686S131B2W-0;R$ 40,90;R$ 40,90;8; ;"PUBLICADO;"; ;
Camiseta Infantil Marie MC;1949278261;P81691S131B2W-0;R$ 34,90;R$ 34,90;8; ;"PUBLICADO;"; ;
Camiseta Infantil Marie MC;1949278261;P81691S131B2W-2;R$ 34,90;R$ 34,90;8; ;"PUBLICADO;"; ;
Camiseta Infantil Marie MC;1949278261;P81691S131B2W-7;R$ 34,90;R$ 34,90;8; ;"PUBLICADO;"; ;
cueca boxer kevland arara listrada branco;1949272432;P82483S124B2W-1;R$ 48,90;R$ 48,90;1; ;"PUBLICADO;"; ;
Camiseta Adulto Pantera Negra MC;1949293209;P82003S131B2W-3;R$ 44,90;R$ 44,90;8; ;"PUBLICADO;"; ;
Camiseta Infantil Flash Vermelho MC;1949293920;P82079S131B2W-6;R$ 34,90;R$ 34,90;8; ;"PUBLICADO;"; ;
Camiseta Infantil Minions Rosa ML;1949294367;P81883S131B2W-1;R$ 40,90;R$ 40,90;8; ;"PUBLICADO;"; ;
Tênis Olympikus Breed Masculino - Preto/Chumbo;1949291609;P81971S182B2W-0;R$ 159,99;R$ 159,99;1; ;"PUBLICADO;"; ;
Camiseta Infantil Minions Rosa ML;1949294367;P81883S131B2W-6;R$ 40,90;R$ 40,90;8; ;"PUBLICADO;"; ;
Tênis Olympikus Cyber Masculino - Preto/Branco;1949293962;P81963S182B2W-2;R$ 179,99;R$ 179,99;2; ;"PUBLICADO;"; ;
Camiseta Adulto Moranguinho Rosa MC;1949294084;P81913S131B2W-3;R$ 44,90;R$ 44,90;8; ;"PUBLICADO;"; ;
Camiseta Adulto Magali Amarelo MC;1949294893;P81443S131B2W-1;R$ 44,90;R$ 44,90;8; ;"PUBLICADO;"; ;
Cueca Boxer Kevland Anchor;1949284564;P82327S124B2W-0;R$ 48,90;R$ 48,90;3; ;"PUBLICADO;"; ;
Camiseta Infantil Marsha Vermelho e Preto ML;1949285516;P81737S131B2W-1;R$ 40,90;R$ 40,90;8; ;"PUBLICADO;"; ;
Camiseta Infantil Mickey Branca MC;1949275238;P81767S131B2W-2;R$ 34,90;R$ 34,90;8; ;"PUBLICADO;"; ;
